#SampleID	common_name	sample_type	collection_date	conservation_status	depth_high_range_m	depth_low_range_m	Depth_m	Diet	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	fish_collection_method	fl_cm	gape_cm	gi_cm	hab_notes	habitat_depth_level2	host_body_mass_index	host_common_name	host_height	host_height_vs_max_height_tl	host_scientific_name	host_subject_id	host_taxid	host_weight	mass_g	max_age	max_kg_grams	max_length_cm	max_tl_cm	method_gear	month	number_db	p_family	p_genus	p_genus_species_alternative	p_order	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	sample_type_descriptive	SAMPLE_TYPE	substrata_collection	swim_mode	swim_performance	tl_cm	trophic	p_genus_species
13414.SDsw.1.2018.30.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.30.r3.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.30.r4.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.30.r5.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.30.r6.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.30.r7.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.30.r8.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.4.r1.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.4.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.5.r1.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.5.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.6.r1.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.6.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.7.r1.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.7.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r1.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r3.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r4.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r5.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r6.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r7.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.8.r8.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.9.r1.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.1.2018.9.r2.R1.fastq.gz	not applicable	water (saline)	2018-01-12	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.1.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.1.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.10.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.10.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.11.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.11.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.12.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.12.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.13.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.13.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.14.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.14.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r3.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r4.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r5.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r6.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r7.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.15.r8.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.16.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.16.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.17.r1.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.SDsw.12.2017.17.r2.R1.fastq.gz	not applicable	water (saline)	2017-12-08	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sea water	seawater	not applicable	not applicable	not applicable	not applicable	not applicable	
