#SampleID	common_name	sample_type	collection_date	conservation_status	depth_high_range_m	depth_low_range_m	Depth_m	Diet	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	fish_collection_method	fl_cm	gape_cm	gi_cm	hab_notes	habitat_depth_level2	host_body_mass_index	host_common_name	host_height	host_height_vs_max_height_tl	host_scientific_name	host_subject_id	host_taxid	host_weight	mass_g	max_age	max_kg_grams	max_length_cm	max_tl_cm	method_gear	month	number_db	p_family	p_genus	p_genus_species_alternative	p_order	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	sample_type_descriptive	SAMPLE_TYPE	substrata_collection	swim_mode	swim_performance	tl_cm	trophic	p_genus_species
13414.20201103.SjapGill.R2.mid.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R2.top.1.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R2.top.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R2.top.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R2.trailing.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill swab	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.bot.1.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.bot.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.bot.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.leading.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill swab	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.mid.1.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.mid.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.mid.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.top.1.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.top.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.top.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R3.trailing.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill swab	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R4.bot.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R4.bot.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R4.mid.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R4.mid.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R4.top.2.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.20201103.SjapGill.R4.top.3.R1.fastq.gz	Pacific chub mackerel	gill	2020-11-03	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not collected	Pacific chub mackerel	not collected	not applicable	Scomber japonicus	FMP_121	13676	not collected	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	gill tissue	fish gill	not applicable	not applicable	not applicable	not applicable	not applicable	
13414.21.gill.R1.fastq.gz	zebra perch	gill	2019-01-27	LC	8	0	3	herbivorous	5.2	161	2.206825876	116	Kyphosus elegans	spearfishing	17.8	1.4	30.5	not applicable	intertidal	1.978422511	zebra perch	19	42	Kyphosus azureus	FMP_21	302770	135.7	135.7	not applicable	not applicable	45	45	spear	1	337	Kyphosidae	Kyphosus	Kyphosus azureus	Centrarchiformes	0.273684211	0.073684211	1.605263158	gill tissue	fish gill	rocky reef	Embiotociform	manoeuvrer	19	1	Kyphosus azurea
13414.21.hg.R1.fastq.gz	zebra perch	hindgut	2019-01-27	LC	8	0	3	herbivorous	5.2	161	2.206825876	116	Kyphosus elegans	spearfishing	17.8	1.4	30.5	not applicable	intertidal	1.978422511	zebra perch	19	42	Kyphosus azureus	FMP_21	302770	135.7	135.7	not applicable	not applicable	45	45	spear	1	337	Kyphosidae	Kyphosus	Kyphosus azureus	Centrarchiformes	0.273684211	0.073684211	1.605263158	hindgut digesta	fish hindgut digesta	rocky reef	Embiotociform	manoeuvrer	19	1	Kyphosus azurea
13414.21.midgut.R1.fastq.gz	zebra perch	midgut	2019-01-27	LC	8	0	3	herbivorous	5.2	161	2.206825876	116	Kyphosus elegans	spearfishing	17.8	1.4	30.5	not applicable	intertidal	1.978422511	zebra perch	19	42	Kyphosus azureus	FMP_21	302770	135.7	135.7	not applicable	not applicable	45	45	spear	1	337	Kyphosidae	Kyphosus	Kyphosus azureus	Centrarchiformes	0.273684211	0.073684211	1.605263158	midgut digesta	fish midgut digesta	rocky reef	Embiotociform	manoeuvrer	19	1	Kyphosus azurea
13414.21.skin.R1.fastq.gz	zebra perch	skin	2019-01-27	LC	8	0	3	herbivorous	5.2	161	2.206825876	116	Kyphosus elegans	spearfishing	17.8	1.4	30.5	not applicable	intertidal	1.978422511	zebra perch	19	42	Kyphosus azureus	FMP_21	302770	135.7	135.7	not applicable	not applicable	45	45	spear	1	337	Kyphosidae	Kyphosus	Kyphosus azureus	Centrarchiformes	0.273684211	0.073684211	1.605263158	skin swab	fish skin	rocky reef	Embiotociform	manoeuvrer	19	1	Kyphosus azurea
13414.22.gill.R1.fastq.gz	opaleye	gill	2019-01-27	LC	30	2	3	seaweed_ invertebrates	5.6	161	2.206825876	116	Girella	spearfishing	22.4	2.1	63	not applicable	neritic	2.441850908	opaleye	23	35	Girella nigricans	FMP_22	214657	297.1	297.1	10	not applicable	66	66	spear	1	361	Girellidae	Girella	Girella nigricans	Centrarchiformes	0.243478261	0.091304348	2.739130435	gill tissue	fish gill	rocky reef	Embiotociform	manoeuvrer	23	2	Girella nigricans
13414.22.hg.R1.fastq.gz	opaleye	hindgut	2019-01-27	LC	30	2	3	seaweed_ invertebrates	5.6	161	2.206825876	116	Girella	spearfishing	22.4	2.1	63	not applicable	neritic	2.441850908	opaleye	23	35	Girella nigricans	FMP_22	214657	297.1	297.1	10	not applicable	66	66	spear	1	361	Girellidae	Girella	Girella nigricans	Centrarchiformes	0.243478261	0.091304348	2.739130435	hindgut digesta	fish hindgut digesta	rocky reef	Embiotociform	manoeuvrer	23	2	Girella nigricans
13414.22.midgut.R1.fastq.gz	opaleye	midgut	2019-01-27	LC	30	2	3	seaweed_ invertebrates	5.6	161	2.206825876	116	Girella	spearfishing	22.4	2.1	63	not applicable	neritic	2.441850908	opaleye	23	35	Girella nigricans	FMP_22	214657	297.1	297.1	10	not applicable	66	66	spear	1	361	Girellidae	Girella	Girella nigricans	Centrarchiformes	0.243478261	0.091304348	2.739130435	midgut digesta	fish midgut digesta	rocky reef	Embiotociform	manoeuvrer	23	2	Girella nigricans
13414.22.skin.R1.fastq.gz	opaleye	skin	2019-01-27	LC	30	2	3	seaweed_ invertebrates	5.6	161	2.206825876	116	Girella	spearfishing	22.4	2.1	63	not applicable	neritic	2.441850908	opaleye	23	35	Girella nigricans	FMP_22	214657	297.1	297.1	10	not applicable	66	66	spear	1	361	Girellidae	Girella	Girella nigricans	Centrarchiformes	0.243478261	0.091304348	2.739130435	skin swab	fish skin	rocky reef	Embiotociform	manoeuvrer	23	2	Girella nigricans
13414.23.gill.R1.fastq.gz	giant kelpfish	gill	2019-01-27	NE	40	0	3	crustaceans_ mollusks_ fish	3.3	161	2.206825876	116	Gibbonsia metzi	spearfishing	21.5	1.5	7.7	not applicable	neritic	0.621304691	giant kelpfish	22.3	37	Heterostichus rostratus	FMP_23	57809	68.9	68.9	4	not applicable	61	61	spear	1	357	Clinidae	Heterostichus	Heterostichus rostratus	Blenniiformes	0.147982063	0.067264574	0.34529148	gill tissue	fish gill	rocky reef	Labriform	generalist	22.3	3	Heterostichus rostratus
13414.23.hg.R1.fastq.gz	giant kelpfish	hindgut	2019-01-27	NE	40	0	3	crustaceans_ mollusks_ fish	3.3	161	2.206825876	116	Gibbonsia metzi	spearfishing	21.5	1.5	7.7	not applicable	neritic	0.621304691	giant kelpfish	22.3	37	Heterostichus rostratus	FMP_23	57809	68.9	68.9	4	not applicable	61	61	spear	1	357	Clinidae	Heterostichus	Heterostichus rostratus	Blenniiformes	0.147982063	0.067264574	0.34529148	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	22.3	3	Heterostichus rostratus
13414.23.midgut.R1.fastq.gz	giant kelpfish	midgut	2019-01-27	NE	40	0	3	crustaceans_ mollusks_ fish	3.3	161	2.206825876	116	Gibbonsia metzi	spearfishing	21.5	1.5	7.7	not applicable	neritic	0.621304691	giant kelpfish	22.3	37	Heterostichus rostratus	FMP_23	57809	68.9	68.9	4	not applicable	61	61	spear	1	357	Clinidae	Heterostichus	Heterostichus rostratus	Blenniiformes	0.147982063	0.067264574	0.34529148	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	22.3	3	Heterostichus rostratus
13414.23.skin.R1.fastq.gz	giant kelpfish	skin	2019-01-27	NE	40	0	3	crustaceans_ mollusks_ fish	3.3	161	2.206825876	116	Gibbonsia metzi	spearfishing	21.5	1.5	7.7	not applicable	neritic	0.621304691	giant kelpfish	22.3	37	Heterostichus rostratus	FMP_23	57809	68.9	68.9	4	not applicable	61	61	spear	1	357	Clinidae	Heterostichus	Heterostichus rostratus	Blenniiformes	0.147982063	0.067264574	0.34529148	skin swab	fish skin	rocky reef	Labriform	generalist	22.3	3	Heterostichus rostratus
13414.24.gill.R1.fastq.gz	senorita	gill	2019-01-27	LC	97	0	3	small invertebrates_ fish parasites	4.3	161	2.206825876	116	Oxyjulis californica	spearfishing	17	0.7	15	not applicable	neritic	0.791776918	senorita	17	68	Halichoeres californicus	FMP_24	241331	38.9	38.9	4	not applicable	27.5	25	spear	1	231	Labridae	Oxyjulis	Oxyjulis californica	Labriformes	0.252941176	0.041176471	0.882352941	gill tissue	fish gill	rocky reef	Labriform	generalist	17	2	Oxyjulis californica
13414.24.hg.R1.fastq.gz	senorita	hindgut	2019-01-27	LC	97	0	3	small invertebrates_ fish parasites	4.3	161	2.206825876	116	Oxyjulis californica	spearfishing	17	0.7	15	not applicable	neritic	0.791776918	senorita	17	68	Halichoeres californicus	FMP_24	241331	38.9	38.9	4	not applicable	27.5	25	spear	1	231	Labridae	Oxyjulis	Oxyjulis californica	Labriformes	0.252941176	0.041176471	0.882352941	hindgut digesta	fish hindgut digesta	rocky reef	Labriform	generalist	17	2	Oxyjulis californica
13414.24.midgut.R1.fastq.gz	senorita	midgut	2019-01-27	LC	97	0	3	small invertebrates_ fish parasites	4.3	161	2.206825876	116	Oxyjulis californica	spearfishing	17	0.7	15	not applicable	neritic	0.791776918	senorita	17	68	Halichoeres californicus	FMP_24	241331	38.9	38.9	4	not applicable	27.5	25	spear	1	231	Labridae	Oxyjulis	Oxyjulis californica	Labriformes	0.252941176	0.041176471	0.882352941	midgut digesta	fish midgut digesta	rocky reef	Labriform	generalist	17	2	Oxyjulis californica
13414.24.skin.R1.fastq.gz	senorita	skin	2019-01-27	LC	97	0	3	small invertebrates_ fish parasites	4.3	161	2.206825876	116	Oxyjulis californica	spearfishing	17	0.7	15	not applicable	neritic	0.791776918	senorita	17	68	Halichoeres californicus	FMP_24	241331	38.9	38.9	4	not applicable	27.5	25	spear	1	231	Labridae	Oxyjulis	Oxyjulis californica	Labriformes	0.252941176	0.041176471	0.882352941	skin swab	fish skin	rocky reef	Labriform	generalist	17	2	Oxyjulis californica
13414.25.gill.R1.fastq.gz	Bay pipefish unknown	gill	2020-07-08	NE	5	0	1	crustaceans	not collected	245	2.389166084	95	Syngnathus leptorhynchus	SIO pier water pipe filter	16.9	not collected	4.5	not applicable	intertidal	0.026932907	Bay pipefish unknown	16.9	52	Syngnathus leptorhynchus	FMP_25	161587	1.3	1.3	not applicable	not applicable	38.5	32.5	net	7	212	Syngnathidae	Syngnathus	Syngnathus leptorhynchus	Syngnathiformes	not applicable	not applicable	0.266272189	gill tissue	fish gill	sandy bottom	Amiiform	manoeuvrer	16.9	2	Syngnathus leptorhynchus
13414.25.hg.R1.fastq.gz	Bay pipefish unknown	hindgut	2020-07-08	NE	5	0	1	crustaceans	not collected	245	2.389166084	95	Syngnathus leptorhynchus	SIO pier water pipe filter	16.9	not collected	4.5	not applicable	intertidal	0.026932907	Bay pipefish unknown	16.9	52	Syngnathus leptorhynchus	FMP_25	161587	1.3	1.3	not applicable	not applicable	38.5	32.5	net	7	212	Syngnathidae	Syngnathus	Syngnathus leptorhynchus	Syngnathiformes	not applicable	not applicable	0.266272189	hindgut digesta	fish hindgut digesta	sandy bottom	Amiiform	manoeuvrer	16.9	2	Syngnathus leptorhynchus
13414.25.midgut.R1.fastq.gz	Bay pipefish unknown	midgut	2020-07-08	NE	5	0	1	crustaceans	not collected	245	2.389166084	95	Syngnathus leptorhynchus	SIO pier water pipe filter	16.9	not collected	4.5	not applicable	intertidal	0.026932907	Bay pipefish unknown	16.9	52	Syngnathus leptorhynchus	FMP_25	161587	1.3	1.3	not applicable	not applicable	38.5	32.5	net	7	212	Syngnathidae	Syngnathus	Syngnathus leptorhynchus	Syngnathiformes	not applicable	not applicable	0.266272189	midgut digesta	fish midgut digesta	sandy bottom	Amiiform	manoeuvrer	16.9	2	Syngnathus leptorhynchus
13414.25.skin.R1.fastq.gz	Bay pipefish unknown	skin	2020-07-08	NE	5	0	1	crustaceans	not collected	245	2.389166084	95	Syngnathus leptorhynchus	SIO pier water pipe filter	16.9	not collected	4.5	not applicable	intertidal	0.026932907	Bay pipefish unknown	16.9	52	Syngnathus leptorhynchus	FMP_25	161587	1.3	1.3	not applicable	not applicable	38.5	32.5	net	7	212	Syngnathidae	Syngnathus	Syngnathus leptorhynchus	Syngnathiformes	not applicable	not applicable	0.266272189	skin swab	fish skin	sandy bottom	Amiiform	manoeuvrer	16.9	2	Syngnathus leptorhynchus
13414.26.gill.R1.fastq.gz	longfin sanddab	gill	2019-08-08	NE	201	2	35	bony fish_ worm_ crustacean	1	3210	3.506505032	116	Citharichthys arctifrons	hook and line survey	18	1.8	20.3	"sandy bottom, muddy bottom"	neritic	1.058682715	longfin sanddab	19.5	78	Citharichthys xanthostigma	FMP_26	195600	78.5	78.5	not applicable	not applicable	29	25	rod and reel	8	371	Paralichthyidae	Citharichthys	Citharichthys xanthostigma	Pleuronectiformes	0.051282051	0.092307692	1.041025641	gill tissue	fish gill	kelp forrest	Plueronectiform	flow refuging	19.5	3	Citharichthys xanthostigma
13414.26.hg.R1.fastq.gz	longfin sanddab	hindgut	2019-08-08	NE	201	2	35	bony fish_ worm_ crustacean	1	3210	3.506505032	116	Citharichthys arctifrons	hook and line survey	18	1.8	20.3	"sandy bottom, muddy bottom"	neritic	1.058682715	longfin sanddab	19.5	78	Citharichthys xanthostigma	FMP_26	195600	78.5	78.5	not applicable	not applicable	29	25	rod and reel	8	371	Paralichthyidae	Citharichthys	Citharichthys xanthostigma	Pleuronectiformes	0.051282051	0.092307692	1.041025641	hindgut digesta	fish hindgut digesta	kelp forrest	Plueronectiform	flow refuging	19.5	3	Citharichthys xanthostigma
13414.26.midgut.R1.fastq.gz	longfin sanddab	midgut	2019-08-08	NE	201	2	35	bony fish_ worm_ crustacean	1	3210	3.506505032	116	Citharichthys arctifrons	hook and line survey	18	1.8	20.3	"sandy bottom, muddy bottom"	neritic	1.058682715	longfin sanddab	19.5	78	Citharichthys xanthostigma	FMP_26	195600	78.5	78.5	not applicable	not applicable	29	25	rod and reel	8	371	Paralichthyidae	Citharichthys	Citharichthys xanthostigma	Pleuronectiformes	0.051282051	0.092307692	1.041025641	midgut digesta	fish midgut digesta	kelp forrest	Plueronectiform	flow refuging	19.5	3	Citharichthys xanthostigma
13414.26.skin.R1.fastq.gz	longfin sanddab	skin	2019-08-08	NE	201	2	35	bony fish_ worm_ crustacean	1	3210	3.506505032	116	Citharichthys arctifrons	hook and line survey	18	1.8	20.3	"sandy bottom, muddy bottom"	neritic	1.058682715	longfin sanddab	19.5	78	Citharichthys xanthostigma	FMP_26	195600	78.5	78.5	not applicable	not applicable	29	25	rod and reel	8	371	Paralichthyidae	Citharichthys	Citharichthys xanthostigma	Pleuronectiformes	0.051282051	0.092307692	1.041025641	skin swab	fish skin	kelp forrest	Plueronectiform	flow refuging	19.5	3	Citharichthys xanthostigma
13414.27.gill.R1.fastq.gz	calico rockfish	gill	2019-08-08	DD	256	18	35	fish_ amphipods_ bivalves_ cephalopods_ shrimp_ copepods	5.2	3210	3.506505032	116	Sebastes dallii	hook and line survey	17.4	3.2	19	"reef, hard bottom, sand reef interface"	neritic	1.688834455	calico rockfish	18.3	73	Sebastes dallii	FMP_27	394690	103.5	103.5	12	not applicable	25.4	25	rod and reel	8	263	Sebastidae	Sebastes	Sebastes dallii	Perciformes	0.284153005	0.174863388	1.038251366	gill tissue	fish gill	kelp forrest	Labriform	generalist	18.3	3	Sebastes dallii
13414.27.hg.R1.fastq.gz	calico rockfish	hindgut	2019-08-08	DD	256	18	35	fish_ amphipods_ bivalves_ cephalopods_ shrimp_ copepods	5.2	3210	3.506505032	116	Sebastes dallii	hook and line survey	17.4	3.2	19	"reef, hard bottom, sand reef interface"	neritic	1.688834455	calico rockfish	18.3	73	Sebastes dallii	FMP_27	394690	103.5	103.5	12	not applicable	25.4	25	rod and reel	8	263	Sebastidae	Sebastes	Sebastes dallii	Perciformes	0.284153005	0.174863388	1.038251366	hindgut digesta	fish hindgut digesta	kelp forrest	Labriform	generalist	18.3	3	Sebastes dallii
